season,data_source,essence_category,respiratory_category,visit_type,demographic_category,demographic_group,percent
2019-2020,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,Hispanic or Latino,0
2015-2016,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Asian Non-Hispanic,0
2021-2022,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Age Group,Age Unknown,0
2018-2019,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,65+,0
2022-2023,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,Black Non-Hispanic,0.04
2015-2016,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,ALL,ALL,0.09
2019-2020,ESSENCE,Influenza-like Illness,ILI,ED Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.02
2021-2022,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Age Group,Age Unknown,0
2016-2017,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Unknown Race/Ethnicity,0
2017-2018,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Other Race/Ethnicity,0.12
2016-2017,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,00_04,0
2019-2020,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,Hispanic or Latino,0
2016-2017,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Black Non-Hispanic,0.1
2015-2016,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Age Group,05_17,0.09
2017-2018,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,00_04,0.02
2016-2017,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Black Non-Hispanic,0
2022-2023,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Age Group,Age Unknown,0
2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,05_17,0
2017-2018,ESSENCE,Influenza-like Illness,ILI,ED Visits,Race/Ethnicity,Black Non-Hispanic,0.02
2023-2024,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,ALL,ALL,0.19
2021-2022,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Age Group,65+,0.1
2015-2016,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,00_04,0.01
2023-2024,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0
2016-2017,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,Age Unknown,0
2021-2022,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0
2020-2021,ESSENCE,Influenza-like Illness,ILI,ED Visits,ALL,ALL,0
2021-2022,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,Black Non-Hispanic,0.01
2019-2020,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Black Non-Hispanic,0.18
2019-2020,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,ALL,ALL,0
2020-2021,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,05_17,0
2023-2024,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Age Group,65+,0.17
2023-2024,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,Hispanic or Latino,0.01
2016-2017,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Black Non-Hispanic,0.09
2016-2017,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,00_04,0.02
2015-2016,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Asian Non-Hispanic,0.01
2016-2017,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Age Group,18_44,0.06
2016-2017,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Race/Ethnicity,Hispanic or Latino,0
2018-2019,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Hispanic or Latino,0.13
2022-2023,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Age Group,18_44,0.08
2021-2022,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Black Non-Hispanic,0.1
2021-2022,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,White Non-Hispanic,0
2020-2021,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,White Non-Hispanic,0
2015-2016,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Hispanic or Latino,0
2022-2023,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,ALL,ALL,0.09
2015-2016,ESSENCE,Influenza-like Illness,ILI,ED Visits,Race/Ethnicity,Asian Non-Hispanic,0.04
2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,45_64,0
2015-2016,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Race/Ethnicity,Hispanic or Latino,0
2020-2021,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,ALL,ALL,0.14
2019-2020,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Age Group,05_17,0.28
2019-2020,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Age Group,65+,0
2017-2018,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,65+,0
2019-2020,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0.12
2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,05_17,0.02
2018-2019,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Race/Ethnicity,Black Non-Hispanic,0
2019-2020,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Race/Ethnicity,Asian Non-Hispanic,0
2023-2024,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,ALL,ALL,0
2019-2020,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,18_44,0.01
2017-2018,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Asian Non-Hispanic,0.06
2019-2020,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,65+,0.01
2022-2023,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,ALL,ALL,0.11
2016-2017,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.09
2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Race/Ethnicity,Hispanic or Latino,0.01
2021-2022,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Hispanic or Latino,0.11
2019-2020,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,White Non-Hispanic,0
2021-2022,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,18_44,0.01
2018-2019,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,Age Unknown,0
2022-2023,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.06
2020-2021,ESSENCE,Influenza-like Illness,ILI,ED Visits,Race/Ethnicity,Hispanic or Latino,0.01
2023-2024,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,45_64,0
2023-2024,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Race/Ethnicity,Other Race/Ethnicity,0
2017-2018,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,65+,0
2021-2022,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,00_04,0.02
2023-2024,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,00_04,0
2023-2024,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Age Group,Age Unknown,0
2021-2022,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,00_04,0
2023-2024,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,45_64,0
2021-2022,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Age Group,00_04,0.37
2017-2018,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Age Group,05_17,0.25
2021-2022,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Age Group,00_04,0.07
2020-2021,ESSENCE,Influenza-like Illness,ILI,Admissions,Race/Ethnicity,Hispanic or Latino,0
2022-2023,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Age Group,18_44,0
2019-2020,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Age Group,18_44,0
2021-2022,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Unknown Race/Ethnicity,0
2022-2023,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Other Race/Ethnicity,0.26
2023-2024,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,65+,0
2022-2023,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Age Group,Age Unknown,0
2020-2021,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,05_17,0
2021-2022,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Hispanic or Latino,0.01
2021-2022,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Race/Ethnicity,White Non-Hispanic,0
2022-2023,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,00_04,0.01
2021-2022,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,18_44,0
2023-2024,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,05_17,0
2021-2022,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Hispanic or Latino,0.11
2019-2020,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Age Group,Age Unknown,0
2023-2024,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,05_17,0.01
2021-2022,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,05_17,0
2019-2020,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.22
2019-2020,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,18_44,0
2019-2020,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,ALL,ALL,0
2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0
2017-2018,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Other Race/Ethnicity,0.02
2019-2020,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Age Group,Age Unknown,0
2019-2020,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,Other Race/Ethnicity,0
2018-2019,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.04
2019-2020,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Other Race/Ethnicity,0.08
2018-2019,ESSENCE,Influenza-like Illness,ILI,ED Visits,Race/Ethnicity,Hispanic or Latino,0.03
2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,18_44,0.01
2021-2022,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Hispanic or Latino,0.14
2022-2023,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,65+,0
2020-2021,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,Asian Non-Hispanic,0
2015-2016,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Race/Ethnicity,Black Non-Hispanic,0
2016-2017,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Hispanic or Latino,0.02
2016-2017,ESSENCE,Influenza-like Illness,ILI,ED Visits,ALL,ALL,0.01
2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,65+,0
2019-2020,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,Black Non-Hispanic,0
2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,45_64,0.01
2017-2018,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Black Non-Hispanic,0
2023-2024,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Age Group,65+,0.18
2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Race/Ethnicity,Other Race/Ethnicity,0
2021-2022,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0.1
2019-2020,ESSENCE,Influenza-like Illness,ILI,ED Visits,Race/Ethnicity,Black Non-Hispanic,0.06
2022-2023,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,White Non-Hispanic,0
2021-2022,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,ALL,ALL,0
2019-2020,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,45_64,0.01
2022-2023,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,65+,0
2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,05_17,0
2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Race/Ethnicity,Other Race/Ethnicity,0
2016-2017,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,05_17,0.03
2015-2016,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,ALL,ALL,0
2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,18_44,0
2015-2016,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Race/Ethnicity,Other Race/Ethnicity,0
2019-2020,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,Age Unknown,0
2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Race/Ethnicity,Hispanic or Latino,0.01
2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,ALL,ALL,0.01
2021-2022,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Black Non-Hispanic,0.1
2018-2019,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,05_17,0.04
2019-2020,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,Black Non-Hispanic,0
2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.02
2017-2018,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.06
2021-2022,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0
2017-2018,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,ALL,ALL,0.07
2021-2022,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.23
2015-2016,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,18_44,0
2022-2023,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Age Group,18_44,0
2021-2022,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,Age Unknown,0
2021-2022,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Age Group,45_64,0.12
2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0
2016-2017,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,Age Unknown,0
2022-2023,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,05_17,0
2021-2022,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Black Non-Hispanic,0.12
2019-2020,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,ALL,ALL,0
2019-2020,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.11
2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,ALL,ALL,0.01
2021-2022,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,18_44,0
2020-2021,ESSENCE,Influenza-like Illness,ILI,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0
2019-2020,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Age Group,Age Unknown,0
2023-2024,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Age Group,05_17,0.02
2015-2016,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,18_44,0
2019-2020,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,Other Race/Ethnicity,0
2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,18_44,0.01
2020-2021,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,65+,0
2023-2024,ILINet,Not Applicable,ILI,Outpatient Visits,ALL,ALL,0.02
2023-2024,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Race/Ethnicity,Other Race/Ethnicity,0
2021-2022,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Age Group,65+,0.11
2023-2024,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,Age Unknown,0
2021-2022,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,Black Non-Hispanic,0
2018-2019,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Age Group,65+,0.09
2019-2020,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,Other Race/Ethnicity,0.02
2023-2024,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,Hispanic or Latino,0.01
2021-2022,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Hispanic or Latino,0.11
2021-2022,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Black Non-Hispanic,0
2019-2020,ESSENCE,Influenza-like Illness,ILI,Admissions,Race/Ethnicity,Black Non-Hispanic,0.01
2019-2020,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,ALL,ALL,0
2022-2023,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,Black Non-Hispanic,0
2018-2019,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,45_64,0
2022-2023,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Race/Ethnicity,Black Non-Hispanic,0
2015-2016,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Race/Ethnicity,Asian Non-Hispanic,0
2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,ALL,ALL,0
2015-2016,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,05_17,0
2019-2020,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Age Group,65+,0.04
2019-2020,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.02
2020-2021,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,00_04,0
2019-2020,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Race/Ethnicity,White Non-Hispanic,0.16
2023-2024,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,White Non-Hispanic,0.04
2018-2019,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,18_44,0
2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Race/Ethnicity,Asian Non-Hispanic,0.01
2015-2016,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,65+,0
2019-2020,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,ALL,ALL,0
2019-2020,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,White Non-Hispanic,0
2019-2020,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,White Non-Hispanic,0.03
2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,Age Unknown,0
2023-2024,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,Hispanic or Latino,0
2023-2024,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,Age Unknown,0
2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.02
2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Race/Ethnicity,Black Non-Hispanic,0.02
2016-2017,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Other Race/Ethnicity,0.03
2021-2022,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Black Non-Hispanic,0
2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,45_64,0
2020-2021,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,00_04,0
2023-2024,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Age Group,45_64,0
2019-2020,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,05_17,0
2018-2019,ESSENCE,Influenza-like Illness,ILI,ED Visits,Race/Ethnicity,Other Race/Ethnicity,0.02
2016-2017,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Age Group,00_04,0.32
2020-2021,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,65+,0
2021-2022,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,Asian Non-Hispanic,0
2019-2020,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Hispanic or Latino,0.11
2015-2016,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Age Group,Age Unknown,0
2018-2019,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,65+,0
2022-2023,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Age Group,45_64,0.09
2020-2021,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,Age Unknown,0
2020-2021,ESSENCE,Influenza-like Illness,ILI,ED Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.01
2017-2018,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,ALL,ALL,0
2023-2024,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Age Group,45_64,0.1
2021-2022,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Race/Ethnicity,Other Race/Ethnicity,0
2023-2024,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Age Group,45_64,0
2018-2019,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Hispanic or Latino,0.15
2021-2022,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Black Non-Hispanic,0
2023-2024,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Age Group,Age Unknown,0
2020-2021,ESSENCE,Influenza-like Illness,ILI,Admissions,Race/Ethnicity,Black Non-Hispanic,0
2019-2020,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Race/Ethnicity,White Non-Hispanic,0
2018-2019,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Hispanic or Latino,0
2023-2024,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,65+,0
2023-2024,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Race/Ethnicity,Unknown Race/Ethnicity,0
2023-2024,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,00_04,0.01
2019-2020,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,65+,0.01
2021-2022,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0
2017-2018,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,65+,0.02
2020-2021,ESSENCE,Influenza-like Illness,ILI,ED Visits,Race/Ethnicity,White Non-Hispanic,0.01
2019-2020,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Hispanic or Latino,0.08
2020-2021,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,ALL,ALL,0.16
2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Race/Ethnicity,Asian Non-Hispanic,0.03
2020-2021,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Asian Non-Hispanic,0
2022-2023,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,ALL,ALL,0.01
2015-2016,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,05_17,0.04
2017-2018,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Asian Non-Hispanic,0.01
2021-2022,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,Hispanic or Latino,0
2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Race/Ethnicity,White Non-Hispanic,0
2020-2021,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0
2019-2020,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Race/Ethnicity,Unknown Race/Ethnicity,0
2022-2023,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0
